,Unnamed: 0,einID,einStichtag,einRPOM,einEOM,strkey,Hausnummer_Zusatz,PLZ,einKLRG,Schulbezirk,einGebID,einWohnsitzart,Geschlecht,Religion,Staatange#1,Staatange#2,ADA,einGeburtstag,einAlter,einAlter_Monate,einZuzugsdatum,einZuzugsalter,einFamiliebestand,einPartner_geschlecht,einPartner_Staatangehörigkeit,einEhestaat
33501,33501,174212,2025-06-30,0,0,129,16,67071,31480521,430,0,40,1,oa,475,,3,2008-06-22,17,206,2023-08-28,2,1,9,998,9
91990,91990,92906,2025-06-30,0,0,455,46,67063,15120441,620,0,40,2,oa,134,,3,1973-05-23,52,627,2015-10-01,9,3,9,998,9
157007,157007,66800,2025-06-30,0,0,850,45,67063,13130321,710,0,40,1,oa,0,,1,1949-06-18,76,914,2013-09-01,12,1,9,998,9
165257,165257,74873,2025-06-30,0,0,89,75,67069,21240231,510,0,40,2,rk,0,,1,1970-02-22,55,666,1996-01-01,29,2,1,0,1
76238,76238,47410,2025-06-30,0,0,357,38A,67071,35140521,440,0,40,2,rk,0,,1,1985-03-08,40,486,1985-03-08,40,2,1,0,1
172824,172824,42313,2025-06-30,0,0,947,3,67071,31310111,420,0,40,1,rk,137,,3,1992-06-05,33,399,2014-02-27,11,1,9,998,9
170314,170314,50226,2025-06-30,0,0,926,45,67067,41140112,310,0,40,1,rk,0,,1,1993-02-28,32,390,1996-03-01,29,1,9,998,9
174019,174019,147137,2025-06-30,0,0,951,20,67065,41131011,310,0,40,2,oa,166,,3,1991-01-25,34,415,2022-11-04,2,4,9,998,9
106217,106217,102025,2025-06-30,0,0,560,115,67071,31140411,410,0,40,2,oa,0,,1,1965-11-24,59,717,2005-06-26,20,2,1,0,1
53429,53429,39421,2025-06-30,0,0,219,12,67059,11160341,110,0,40,2,oa,0,438.0,2,1978-12-01,46,561,1999-04-27,26,4,9,998,9
179491,179491,3518,2025-06-30,0,0,984,12,67061,12210231,120,0,40,2,rk,0,,1,1976-10-05,48,587,1977-01-25,48,1,9,998,9
126960,126960,31425,2025-06-30,0,0,686,2,67071,31920221,420,0,40,1,oa,0,,1,1999-09-03,26,312,1999-09-03,26,1,9,998,9
138306,138306,123108,2025-06-30,0,0,751,7,67063,13120251,720,0,40,1,so,154,,3,1972-01-03,53,644,2018-09-24,6,5,9,998,9
131313,131313,148625,2025-06-30,0,0,707,84,67071,31950811,420,0,40,1,oa,423,,3,2000-05-01,25,304,2023-05-23,2,5,9,998,9
54412,54412,14565,2025-06-30,0,0,224,11,67063,13120521,710,0,40,1,ev,0,,1,1976-08-27,49,588,1976-08-27,49,2,2,0,1
124747,124747,166194,2025-06-30,0,0,676,39,67069,23420632,530,0,40,2,oa,462,,3,1987-03-27,38,461,2025-01-17,0,5,9,998,9
3460,3460,41776,2025-06-30,0,0,1019,128,67063,15150431,630,0,40,2,oa,0,,1,2009-06-17,16,195,2011-06-25,14,1,9,998,9
99735,99735,147257,2025-06-30,0,0,517,16,67071,31490511,420,0,40,2,oa,0,,1,1998-08-31,27,324,2022-11-01,2,2,1,0,1
97024,97024,137421,2025-06-30,0,0,482,184,67069,21141327,510,0,40,2,oa,0,,1,1974-10-01,50,611,2017-03-01,8,1,9,998,9
42199,42199,57408,2025-06-30,0,0,167,50,67069,21240511,510,0,40,2,rk,137,,3,1985-09-05,40,480,1985-09-05,40,2,1,137,3
86137,86137,87581,2025-06-30,0,0,423,14,67071,31430122,430,0,40,1,rk,165,,3,1973-07-12,52,626,2011-08-08,14,4,9,998,9
40293,40293,37566,2025-06-30,0,0,150,23,67067,42120441,320,0,40,1,rk,0,137.0,2,1994-11-11,30,370,1994-11-11,30,1,9,998,9
26046,26046,152838,2025-06-30,0,0,1147,28,67061,12310131,130,0,40,2,oa,0,,1,1968-10-23,56,682,2021-02-13,4,4,9,998,9
23761,23761,180192,2025-06-30,0,0,1141,48,67069,22170641,520,0,40,1,oa,170,,3,1997-09-10,28,336,2023-08-01,2,2,2,170,3
65669,65669,74871,2025-06-30,0,0,287,8,67071,31140921,410,0,40,1,rk,0,130.0,2,1945-04-01,80,965,1972-03-09,53,2,2,0,1
113861,113861,45176,2025-06-30,0,0,601,2,67061,12140131,210,0,40,2,so,122,,3,1947-03-10,78,942,2025-01-01,0,3,9,998,9
21469,21469,10120,2025-06-30,0,0,1127,71,67071,31161421,410,0,40,2,ev,0,,1,2006-08-20,19,228,2006-08-20,19,1,9,998,9
103396,103396,94218,2025-06-30,0,0,546,69,67059,11220512,110,0,40,1,oa,0,438.0,2,1975-03-01,50,606,2003-08-04,22,2,2,438,2
121467,121467,16497,2025-06-30,0,0,659,129,67063,15240121,610,0,40,1,rk,0,,1,1991-10-30,33,406,1991-10-30,33,1,9,998,9
66212,66212,134353,2025-06-30,0,0,289,64,67063,15110241,620,0,40,1,oa,0,,1,1980-07-25,45,541,2018-05-01,7,2,2,0,1
70645,70645,100136,2025-06-30,0,0,321,13,67069,21210941,510,0,40,1,oa,160,,3,1976-04-05,49,593,2005-08-16,20,2,2,160,3
118865,118865,134754,2025-06-30,0,0,633,2A,67063,13260231,720,0,40,2,rk,130,,3,2018-11-19,6,81,2018-11-19,6,1,9,998,9
164986,164986,83163,2025-06-30,0,0,898,5,67061,12310821,130,0,40,2,rk,137,,3,1960-10-20,64,778,2001-10-01,23,4,9,998,9
180167,180167,97443,2025-06-30,0,0,989,25,67059,14130611,730,0,40,1,oa,163,,3,1979-10-13,45,551,2004-05-01,21,2,2,163,3
142965,142965,87582,2025-06-30,0,0,773,23,67067,42162341,320,0,40,2,ev,0,,1,1970-02-15,55,667,1993-10-31,31,2,1,0,1
59929,59929,7446,2025-06-30,0,0,254,3,67067,42162441,320,0,40,1,rk,0,152.0,2,1941-09-25,83,1007,1990-06-15,35,2,2,0,1
11934,11934,110875,2025-06-30,0,0,106,80,67069,21240223,510,0,40,2,oa,0,163.0,2,2014-09-17,11,132,2014-09-17,11,1,9,998,9
145993,145993,146921,2025-06-30,0,0,790,18,67071,35191611,440,0,40,1,oa,0,,1,2024-06-12,1,15,2024-06-12,1,1,9,998,9
171334,171334,25255,2025-06-30,0,0,934,15,67071,31322211,430,0,40,1,ev,0,,1,1988-11-18,36,441,1988-11-18,36,2,2,0,1
45862,45862,11673,2025-06-30,0,0,17,38,67071,31152021,410,0,40,2,oa,0,,1,1971-02-26,54,654,1971-02-26,54,2,1,0,1
36040,36040,118512,2025-06-30,0,0,140,7,67065,52150911,230,0,40,1,oa,0,,1,1965-04-21,60,724,2018-06-01,7,2,2,0,1
39182,39182,165774,2025-06-30,0,0,148,42,67059,14140113,730,0,40,1,oa,0,262.0,2,2022-01-22,3,43,2022-01-22,3,1,9,998,9
178628,178628,165638,2025-06-30,0,0,97,37,67069,21110521,510,0,40,1,rk,152,,3,2002-01-29,23,283,2023-09-01,2,1,9,998,9
56568,56568,151617,2025-06-30,0,0,233,37,67059,11230512,110,0,40,1,so,154,,3,2002-12-24,22,272,2020-10-20,4,1,9,998,9
8384,8384,82378,2025-06-30,0,0,104,24,67065,41410112,240,0,40,1,oa,0,,1,1960-09-24,64,779,1960-09-24,64,2,2,0,1
135028,135028,95352,2025-06-30,0,0,726,75,67071,35150111,440,0,20,2,oa,0,,1,2004-01-05,21,260,2004-01-05,21,1,9,998,9
101160,101160,176385,2025-06-30,0,0,530,8,67063,13130631,710,0,40,2,oa,438,,3,1999-04-29,26,316,2024-01-23,1,2,1,438,3
173495,173495,57425,2025-06-30,0,0,949,61,67069,21230741,510,0,40,1,oa,0,,1,1961-02-16,64,775,1961-02-16,64,2,2,0,1
129235,129235,143225,2025-06-30,0,0,696,27,67063,15130211,620,0,40,2,oa,0,163.0,2,2021-04-16,4,53,2021-07-06,4,1,9,998,9
156943,156943,120204,2025-06-30,0,0,850,42,67063,13120441,710,0,40,1,oa,475,,3,2018-09-02,7,84,2018-09-02,7,1,9,998,9
127809,127809,159430,2025-06-30,0,0,690,45,67059,11130321,110,0,40,1,oa,125,,3,2017-10-26,7,94,2021-10-01,3,1,9,998,9
146138,146138,22016,2025-06-30,0,0,790,75,67071,35170911,440,0,40,1,rk,0,,1,1987-06-18,38,458,1987-06-18,38,1,9,998,9
95994,95994,58965,2025-06-30,0,0,475,84,67063,15231041,610,0,40,2,rk,0,,1,1963-01-16,62,752,1963-01-16,62,3,9,998,9
108189,108189,41679,2025-06-30,0,0,573,43,67065,41440311,240,0,40,1,ev,0,,1,2001-03-10,24,294,2001-03-10,24,1,9,998,9
161289,161289,124176,2025-06-30,0,0,883,2,67061,12140331,210,0,40,1,oa,0,,1,1946-02-19,79,954,2017-08-28,8,3,9,998,9
31284,31284,17840,2025-06-30,0,0,122,30,67067,42120231,320,0,40,2,oa,0,,1,1989-01-31,36,439,1989-07-24,36,1,9,998,9
177976,177976,170273,2025-06-30,0,0,972,26,67061,12410321,130,0,40,2,oa,0,170.0,2,2024-12-09,0,9,2024-12-09,0,1,9,998,9
176497,176497,177637,2025-06-30,0,0,965,31,67061,12230222,120,0,40,1,oa,165,,3,1981-06-21,44,530,2024-02-01,1,2,2,998,9
143465,143465,43302,2025-06-30,0,0,775,16,67063,15161212,620,0,40,2,ev,0,,1,1931-09-30,93,1127,1931-09-30,93,3,9,998,9
127510,127510,157728,2025-06-30,0,0,690,26,67059,11120342,110,0,40,2,oa,0,475.0,2,2025-04-18,0,4,2025-04-18,0,1,9,998,9
58452,58452,6493,2025-06-30,0,0,248,10,67065,51350711,220,0,40,1,ev,0,,1,1942-11-21,82,993,2025-01-01,0,2,2,0,1
137715,137715,107934,2025-06-30,0,0,748,3,67067,42111311,320,0,40,2,ev,0,,1,2012-09-27,12,155,2012-09-27,12,1,9,998,9
90442,90442,70574,2025-06-30,0,0,443,9,67069,22110511,520,0,40,2,ev,0,,1,2013-11-18,11,141,2013-11-18,11,1,9,998,9
47077,47077,110101,2025-06-30,0,0,182,16,67069,23440223,530,0,40,1,oa,0,475.0,2,1964-01-02,61,740,2014-09-11,11,2,2,0,1
160038,160038,29355,2025-06-30,0,0,871,32,67065,51380841,220,0,40,2,so,0,,1,1969-01-01,56,680,1991-09-30,33,2,1,0,1
87391,87391,39175,2025-06-30,0,0,429,41,67063,13140222,710,0,40,2,so,134,,3,1977-09-10,48,576,2000-12-01,24,1,9,998,9
117752,117752,56009,2025-06-30,0,0,625,33,67061,12260211,120,0,40,2,oa,438,,3,1995-01-01,30,368,2024-10-08,0,1,9,998,9
55813,55813,66074,2025-06-30,0,0,227,38,67067,41150711,310,0,40,2,oa,0,,1,1966-07-12,59,710,2017-04-01,8,2,1,0,1
128584,128584,50748,2025-06-30,0,0,693,26,67067,52130831,230,0,40,1,rk,0,,1,1951-08-24,74,888,2025-01-01,0,2,2,0,1
59429,59429,106802,2025-06-30,0,0,251,14,67063,15120341,620,0,40,1,rk,0,137.0,2,2011-09-20,13,167,2011-09-20,13,1,9,998,9
134106,134106,106673,2025-06-30,0,0,722,384,67065,42130111,320,0,40,2,ev,0,,1,1982-12-20,42,512,2011-02-18,14,2,1,0,1
21681,21681,41687,2025-06-30,0,0,1131,19,67067,42110431,320,0,40,1,oa,0,,1,2013-07-10,12,146,2013-07-10,12,1,9,998,9
7539,7539,2037,2025-06-30,0,0,1043,5,67061,12350621,130,0,40,2,rk,0,,1,1968-11-14,56,682,2013-03-22,12,1,9,998,9
154916,154916,13230,2025-06-30,0,0,847,33,67069,23440115,530,0,40,2,oa,0,,1,1952-03-12,73,882,1976-10-01,48,2,1,0,1
69633,69633,95912,2025-06-30,0,0,317,163,67059,14171011,730,0,40,1,oa,0,163.0,2,1959-01-01,66,800,2004-06-14,21,2,2,163,2
69291,69291,65612,2025-06-30,0,0,317,112A,67059,14170313,730,0,40,2,oa,0,163.0,2,2013-10-03,11,143,2013-10-03,11,1,9,998,9
147119,147119,56900,2025-06-30,0,0,796,15,67069,23430611,530,0,40,2,oa,0,,1,1962-05-17,63,760,2011-05-01,14,2,1,0,1
130418,130418,40864,2025-06-30,0,0,702,124,67071,35111324,440,0,40,2,oa,0,,1,1978-10-20,46,562,1994-07-01,31,2,1,0,1
56587,56587,115832,2025-06-30,0,0,233,38,67059,11230431,110,0,40,2,so,154,,3,1976-06-30,49,590,2015-10-22,9,1,9,998,9
40230,40230,77111,2025-06-30,0,0,14,4,67071,31310231,420,0,40,2,oa,0,,1,1952-05-03,73,880,1952-05-03,73,2,1,0,1
729,729,181952,2025-06-30,0,0,1004,37,67071,31322311,430,0,40,2,so,154,,3,1977-07-24,48,577,2023-12-01,1,5,9,998,9
105282,105282,132489,2025-06-30,0,0,554,52,67063,13150231,720,0,40,2,so,125,,3,1975-08-18,50,600,2019-04-30,6,2,1,125,3
82456,82456,104450,2025-06-30,0,0,396,39,67063,13150321,710,0,40,1,oa,0,163.0,2,2010-07-01,15,182,2010-07-01,15,1,9,998,9
77128,77128,127119,2025-06-30,0,0,362,15,67065,51110711,210,0,40,2,oa,163,,3,1994-05-21,31,375,2016-08-01,9,1,9,998,9
93446,93446,180631,2025-06-30,0,0,469,12,67067,41240821,330,0,40,2,oa,439,,3,1991-04-03,34,413,2024-08-01,1,2,1,439,3
43181,43181,163654,2025-06-30,0,0,172,33,67069,22160911,520,0,40,1,rk,137,,3,1992-08-03,33,397,2024-05-01,1,1,9,998,9
97142,97142,138081,2025-06-30,0,0,482,48,67069,21131211,510,0,40,2,so,154,,3,1991-11-30,33,405,2019-06-05,6,2,1,154,3
6582,6582,3614,2025-06-30,0,0,1035,2,67063,15230131,610,0,40,2,rk,137,,3,1941-01-03,84,1016,1969-10-01,55,2,1,137,3
74032,74032,154483,2025-06-30,0,0,345,22,67063,15130632,620,0,40,1,oa,154,,3,2020-07-19,5,61,2020-12-19,4,1,9,998,9
117297,117297,125081,2025-06-30,0,0,621,17A,67065,51330521,220,0,40,1,ev,0,,1,2018-06-13,7,87,2018-06-13,7,1,9,998,9
52898,52898,155379,2025-06-30,0,0,214,1,67069,21220531,510,0,40,2,oa,0,,1,2021-04-02,4,53,2021-04-02,4,1,9,998,9
50757,50757,47981,2025-06-30,0,0,200,19,67067,52130922,230,0,40,2,rk,130,,3,1950-08-18,75,900,1977-08-05,48,2,1,130,3
111690,111690,109910,2025-06-30,0,0,592,18,67067,42111032,320,0,40,1,rk,130,,3,2011-02-25,14,174,2014-07-31,11,1,9,998,9
10523,10523,80295,2025-06-30,0,0,1065,9,67069,22170311,520,0,40,2,so,163,,3,1960-08-02,65,781,1980-05-22,45,2,1,163,3
122827,122827,179893,2025-06-30,0,0,666,17,67063,13140321,710,0,40,2,rk,152,,3,1996-07-21,29,349,2021-12-01,3,1,9,998,9
140962,140962,135436,2025-06-30,0,0,758,51,67061,51360622,220,0,40,2,oa,425,,3,2017-07-25,8,97,2018-02-16,7,1,9,998,9
46502,46502,45157,2025-06-30,0,0,180,12,67067,41320413,240,0,40,2,rk,0,152.0,2,1933-11-30,91,1101,2025-01-01,0,3,9,998,9
6413,6413,7496,2025-06-30,0,0,1031,6,67063,15831212,630,0,40,1,oa,134,,3,1945-09-10,80,960,1969-09-23,55,2,2,134,3
106065,106065,169312,2025-06-30,0,0,557,25,67071,31310521,420,0,40,2,ev,0,,1,1937-07-10,88,1058,2023-08-10,2,3,9,998,9
149518,149518,35148,2025-06-30,0,0,80,2A,67067,52161931,230,0,40,1,rk,0,,1,1983-05-07,42,508,2013-07-01,12,2,2,0,1
28848,28848,171902,2025-06-30,0,0,1177,2,67061,12320441,130,0,40,1,ev,0,,1,1962-08-05,63,757,2023-10-19,1,2,2,0,1
18014,18014,83835,2025-06-30,0,0,1103,39,67065,51380421,220,0,40,1,oa,0,,1,1967-09-09,58,696,2009-10-01,15,2,2,163,2
74020,74020,173391,2025-06-30,0,0,345,20,67063,15130632,620,0,40,2,ev,0,,1,1999-04-19,26,316,2023-12-01,1,1,9,998,9
54429,54429,82685,2025-06-30,0,0,224,11,67063,13120521,710,0,40,2,oa,0,461.0,2,2006-01-26,19,235,2006-01-26,19,1,9,998,9
134360,134360,36280,2025-06-30,0,0,722,439,67065,42100221,320,0,40,2,so,163,,3,1999-03-03,26,318,2001-07-31,24,1,9,998,9
17097,17097,56279,2025-06-30,0,0,10,36,67071,31470922,430,0,40,2,oa,0,,1,1995-11-30,29,357,2010-06-01,15,1,9,998,9
30552,30552,163281,2025-06-30,0,0,1196,2,67067,42130941,320,0,40,2,oa,0,,1,1977-06-24,48,578,2025-02-01,0,2,1,0,1
68516,68516,166638,2025-06-30,0,0,310,2,67065,51360241,220,0,40,1,oa,0,,1,2023-08-17,2,25,2023-08-17,2,1,9,998,9
82100,82100,42885,2025-06-30,0,0,396,16,67063,13140441,710,0,40,2,ev,0,,1,1967-11-16,57,694,2009-09-02,16,2,1,0,1
150271,150271,158983,2025-06-30,0,0,820,10,67061,12140231,210,0,40,2,so,122,,3,2013-05-07,12,148,2021-01-03,4,1,9,998,9
151197,151197,110249,2025-06-30,0,0,827,35,67061,12220311,120,0,40,2,oa,150,,3,1975-03-11,50,606,2012-12-30,12,2,1,150,3
57486,57486,44241,2025-06-30,0,0,242,25,67069,23430911,530,0,40,2,ev,0,,1,1935-10-01,89,1079,1961-10-23,63,3,9,998,9
146370,146370,169417,2025-06-30,0,0,791,32,67069,22150611,520,0,40,1,oa,130,,3,1979-07-28,46,553,2024-08-01,1,2,2,130,3
158091,158091,88701,2025-06-30,0,0,85,10,67063,15220421,610,0,40,1,so,154,,3,1983-10-01,41,503,2014-01-14,11,2,2,0,2
10242,10242,134393,2025-06-30,0,0,1063,70,67069,22120611,520,0,40,2,so,125,,3,1974-03-26,51,617,2018-08-06,7,2,1,438,3
8915,8915,150013,2025-06-30,0,0,1053,22,67069,21210321,510,0,40,2,ev,0,134.0,2,1989-08-23,36,432,2020-12-01,4,2,1,0,1
77965,77965,127714,2025-06-30,0,0,365,54,67063,15220631,610,0,40,1,rk,130,,3,1961-01-15,64,776,2019-03-08,6,2,2,130,3
107207,107207,79708,2025-06-30,0,0,564,5,67071,31130821,410,0,40,2,ev,0,,1,1949-11-26,75,909,1976-07-26,49,2,1,0,1
149603,149603,6830,2025-06-30,0,0,810,28,67061,12430421,130,0,40,1,oa,0,,1,1969-07-06,56,674,1969-07-06,56,2,2,0,1
158435,158435,43202,2025-06-30,0,0,862,21,67067,52161051,230,0,40,1,oa,0,,1,1965-12-22,59,716,2006-12-12,18,2,2,0,1
3661,3661,47457,2025-06-30,0,0,1019,167,67063,15280112,630,0,40,2,rk,0,158.0,2,1962-04-23,63,760,1986-03-06,39,2,1,0,1
74987,74987,86703,2025-06-30,0,0,353,12,67071,31450431,430,0,40,1,rk,0,,1,1962-03-10,63,762,1970-01-01,55,2,2,0,1
140317,140317,155597,2025-06-30,0,0,758,240,67061,12310431,130,0,40,1,oa,125,,3,1976-01-20,49,595,2022-08-01,3,2,2,125,3
104073,104073,81698,2025-06-30,0,0,550,105,67065,41410211,240,0,40,1,oa,0,,1,2007-09-07,18,216,2009-05-01,16,1,9,998,9
139623,139623,41192,2025-06-30,0,0,758,178,67061,12340441,130,0,40,2,oa,0,122.0,2,2010-03-08,15,186,2010-03-08,15,1,9,998,9
131870,131870,22253,2025-06-30,0,0,712,157,67067,52161711,230,0,40,1,so,134,,3,1960-03-19,65,785,2001-04-15,24,2,2,134,3
126057,126057,132558,2025-06-30,0,0,67,23,67063,15810514,630,0,40,2,ev,0,,1,1954-03-08,71,858,2017-07-01,8,3,9,998,9
77771,77771,98389,2025-06-30,0,0,364,72,67071,31461331,430,0,40,1,oa,0,163.0,2,2005-03-03,20,246,2011-02-01,14,1,9,998,9
41262,41262,97643,2025-06-30,0,0,162,13,67065,41110331,310,0,40,2,oa,163,,3,2004-09-02,21,252,2004-09-02,21,1,9,998,9
168952,168952,148422,2025-06-30,0,0,924,151,67061,12140121,210,0,40,1,oa,163,,3,2012-11-16,12,154,2022-11-03,2,5,9,998,9
77851,77851,123630,2025-06-30,0,0,365,41,67063,15220711,610,0,40,1,ev,0,,1,1996-08-30,29,348,2017-08-15,8,1,9,998,9
124867,124867,23322,2025-06-30,0,0,676,42,67069,23430131,530,0,40,1,oa,368,,3,1961-06-25,64,770,1996-11-01,28,2,2,0,2
7580,7580,140029,2025-06-30,0,0,1043,8,67061,12350541,130,0,40,2,rk,0,,1,1975-07-16,50,602,2020-05-15,5,4,9,998,9
2659,2659,153261,2025-06-30,0,0,1015,1,67071,31480911,430,0,40,2,rk,0,,1,2000-04-17,25,305,2021-08-01,4,1,9,998,9
100183,100183,160172,2025-06-30,0,0,520,62,67063,15831511,630,0,40,1,oa,154,,3,1978-12-02,46,561,2021-01-01,4,1,9,998,9
4591,4591,74729,2025-06-30,0,0,1019,42,67063,15130431,620,0,40,2,oa,134,,3,1945-05-12,80,964,2025-01-01,0,2,1,134,3
85900,85900,110042,2025-06-30,0,0,420,50,67061,12310231,130,0,40,1,oa,125,,3,1974-11-28,50,609,2012-05-29,13,1,9,998,9
111208,111208,83724,2025-06-30,0,0,589,71,67069,21231131,510,0,40,2,oa,0,170.0,2,2007-05-29,18,219,2007-05-29,18,1,9,998,9
52017,52017,135516,2025-06-30,0,0,206,5,67071,31450421,430,0,40,2,rk,137,,3,1957-01-09,68,824,2017-07-18,8,2,1,137,3
1893,1893,180938,2025-06-30,0,0,100,51,67059,11150311,110,0,40,1,so,475,,3,2003-06-29,22,266,2023-06-01,2,1,9,998,9
75612,75612,81661,2025-06-30,0,0,355,27,67065,51330411,220,0,40,2,oa,0,438.0,2,1967-01-15,58,704,1997-05-13,28,2,1,0,1
73899,73899,61966,2025-06-30,0,0,342,51,67069,21131121,510,0,40,1,oa,0,,1,1963-12-30,61,740,2002-09-01,23,2,2,232,2
9378,9378,170864,2025-06-30,0,0,1058,12,67065,41320832,240,0,40,2,oa,461,,3,2015-02-28,10,126,2024-08-05,1,1,9,998,9
58630,58630,13468,2025-06-30,0,0,248,34,67065,51350712,220,0,40,1,rk,130,,3,1976-04-02,49,593,1995-09-18,29,1,9,998,9
175369,175369,72015,2025-06-30,0,0,959,32,67063,15220521,610,0,40,2,rk,0,,1,2006-05-08,19,232,2023-02-01,2,1,9,998,9
111950,111950,36157,2025-06-30,0,0,592,3,67067,42110911,320,0,40,1,rk,0,152.0,2,1970-06-06,55,663,1993-05-07,32,2,2,0,1
84121,84121,67776,2025-06-30,0,0,40,55,67071,31120112,410,0,40,2,oa,0,,1,1980-07-13,45,542,1980-07-13,45,2,1,0,1
3243,3243,61662,2025-06-30,0,0,1017,12,67069,21121021,510,0,40,1,rk,0,,1,1999-09-11,26,312,1999-09-11,26,1,9,998,9
137713,137713,105498,2025-06-30,0,0,748,3,67067,42111311,320,0,40,2,oa,163,,3,1968-05-05,57,688,2010-08-22,15,2,1,0,2
90911,90911,66955,2025-06-30,0,0,448,31,67063,13240413,720,0,40,2,ev,0,,1,1969-12-09,55,669,1969-12-09,55,4,9,998,9
85594,85594,106652,2025-06-30,0,0,418,85,67063,15130611,620,0,40,1,oa,0,129.0,2,1988-04-02,37,449,2011-05-23,14,2,2,0,1
92048,92048,3355,2025-06-30,0,0,455,59,67063,15120221,620,0,40,1,oa,0,,1,1967-06-29,58,698,2025-01-01,0,2,2,0,1
132714,132714,95768,2025-06-30,0,0,716,40,67065,51320731,220,0,40,1,oa,0,,1,1962-01-16,63,764,2003-10-02,21,2,2,0,1
75537,75537,120729,2025-06-30,0,0,355,14,67065,51320331,220,0,40,1,ev,0,,1,2017-12-29,7,92,2017-12-29,7,1,9,998,9
126746,126746,2797,2025-06-30,0,0,683,64,67071,35141141,440,0,40,2,oa,0,,1,1935-02-21,90,1086,1957-08-17,68,3,9,998,9
69753,69753,87983,2025-06-30,0,0,317,176,67059,14170112,730,0,40,2,so,163,,3,1984-06-20,41,494,2007-06-17,18,2,1,0,2
57448,57448,58717,2025-06-30,0,0,242,2,67069,23420521,530,0,40,2,oa,0,,1,1956-07-01,69,830,2006-02-01,19,2,1,0,1
26083,26083,158673,2025-06-30,0,0,1147,28,67061,12310131,130,0,40,1,oa,121,,3,2021-12-09,3,45,2021-12-09,3,1,9,998,9
59443,59443,61874,2025-06-30,0,0,251,16,67063,15120341,620,0,40,1,oa,0,163.0,2,2001-12-02,23,285,2001-12-02,23,1,9,998,9
23762,23762,5731,2025-06-30,0,0,1141,5,67069,22170521,520,0,40,2,rk,0,154.0,2,1962-01-10,63,764,2025-01-01,0,1,9,998,9
69283,69283,130678,2025-06-30,0,0,317,112,67059,14170313,730,0,40,2,oa,163,,3,2016-09-14,9,108,2016-09-14,9,1,9,998,9
46424,46424,70693,2025-06-30,0,0,17,89,67071,31160611,410,0,40,2,ev,0,,1,2013-11-18,11,141,2013-11-18,11,1,9,998,9
93357,93357,14516,2025-06-30,0,0,469,113,67067,41220922,330,0,40,1,oa,0,,1,1954-07-24,71,853,2002-06-01,23,2,2,0,1
58791,58791,50094,2025-06-30,0,0,24,14,67067,52140711,230,0,40,1,oa,0,137.0,2,1949-02-16,76,919,2001-06-01,24,2,2,0,1
32753,32753,150615,2025-06-30,0,0,1277,11,67065,51350411,220,0,40,2,oa,423,,3,1960-01-01,65,788,2020-06-23,5,2,1,423,3
122000,122000,97516,2025-06-30,0,0,659,82,67063,15220131,610,0,40,1,oa,0,,1,2002-08-22,23,276,2004-03-27,21,1,9,998,9
38082,38082,45292,2025-06-30,0,0,145,83,67059,11140221,110,0,40,1,so,134,,3,1939-10-28,85,1030,1969-01-01,56,2,2,134,3
158321,158321,78456,2025-06-30,0,0,85,37,67063,15220541,610,0,40,2,rk,137,,3,1957-06-26,68,818,1975-04-25,50,2,1,137,3
72339,72339,41039,2025-06-30,0,0,339,21,67071,31470232,430,0,40,2,ev,0,,1,1993-07-30,32,385,2013-08-14,12,2,1,0,1
154826,154826,43522,2025-06-30,0,0,847,31,67069,23440114,530,0,40,2,oa,0,,1,1932-12-24,92,1112,2025-01-01,0,3,9,998,9
129125,129125,56169,2025-06-30,0,0,696,20A,67063,15160721,620,0,40,2,rk,0,,1,1949-08-12,76,913,1971-11-15,53,2,1,0,1
102215,102215,63422,2025-06-30,0,0,543,7,67065,41140321,310,0,40,2,oa,0,,1,1968-11-26,56,681,2000-11-28,24,2,1,0,1
138761,138761,178139,2025-06-30,0,0,755,5,67069,22130821,520,0,40,1,oa,0,438.0,2,1996-12-30,28,344,2023-10-01,1,1,9,998,9
11092,11092,17150,2025-06-30,0,0,1067,36,67059,14120421,730,0,40,2,ev,0,,1,1993-01-29,32,391,2019-02-07,6,1,9,998,9
103378,103378,55994,2025-06-30,0,0,546,69,67059,11220512,110,0,40,2,oa,0,,1,1965-01-20,60,727,1986-11-01,38,2,1,0,1
13758,13758,77701,2025-06-30,0,0,1088,32,67065,52151121,230,0,40,1,oa,0,,1,1950-07-31,75,901,2010-11-04,14,3,9,998,9
81500,81500,157963,2025-06-30,0,0,390,8,67063,13240231,720,0,40,1,so,154,,3,2008-01-08,17,212,2020-07-15,5,1,9,998,9
135301,135301,143308,2025-06-30,0,0,728,37,67059,11150321,110,0,40,1,oa,475,,3,2000-01-01,25,308,2024-05-03,1,5,9,998,9
106379,106379,57605,2025-06-30,0,0,560,32,67071,31140611,410,0,40,2,oa,0,,1,1980-08-07,45,541,2012-06-16,13,2,1,0,1
130568,130568,102334,2025-06-30,0,0,702,35,67071,35110521,440,0,40,1,oa,0,,1,1967-05-05,58,700,2008-09-04,17,1,9,998,9
109286,109286,148212,2025-06-30,0,0,578,8,67069,22131311,520,0,40,2,ev,0,,1,1994-05-08,31,376,2023-03-07,2,1,9,998,9
140949,140949,93570,2025-06-30,0,0,758,51,67061,51360622,220,0,40,2,oa,0,327.0,2,1997-10-12,27,335,2003-07-15,22,2,1,163,2
