,Unnamed: 0,einID,einStichtag,einRPOM,einEOM,strkey,Hausnummer_Zusatz,PLZ,einKLRG,Schulbezirk,einGebID,einWohnsitzart,Geschlecht,Religion,Staatange#1,Staatange#2,ADA,einGeburtstag,einAlter,einAlter_Monate,einZuzugsdatum,einZuzugsalter,einFamiliebestand,einPartner_geschlecht,einPartner_Staatangehörigkeit,einEhestaat
31391,31391,107659,2025-06-30,0,0,122,49,67067,42140712,320,0,40,1,oa,0,,1,1972-03-24,53,641,2011-10-12,13,2,2,0,1
18621,18621,121285,2025-06-30,0,0,1106,83A,67067,41310611,240,0,40,2,oa,0,438.0,2,2018-05-16,7,88,2018-05-16,7,1,9,998,9
137145,137145,101397,2025-06-30,0,0,747,30,67071,31341234,430,0,40,2,oa,0,,1,1986-01-09,39,476,2011-09-15,14,1,9,998,9
55183,55183,108251,2025-06-30,0,0,225,13,67059,14130411,730,0,40,1,oa,163,,3,1994-06-26,31,374,2016-08-09,9,1,9,998,9
163975,163975,140657,2025-06-30,0,0,896,48,67063,13240221,720,0,40,2,oa,121,,3,1971-02-02,54,655,2019-11-27,5,4,9,998,9
54541,54541,50016,2025-06-30,0,0,224,39,67063,13120421,710,0,40,2,oa,0,144.0,2,2013-08-11,12,145,2013-08-11,12,1,9,998,9
99861,99861,103704,2025-06-30,0,0,517,42,67071,31490511,420,0,40,1,ev,0,,1,2008-09-08,17,204,2008-09-08,17,1,9,998,9
116785,116785,50124,2025-06-30,0,0,618,31,67069,22160731,520,0,40,1,oa,0,,1,1950-12-28,74,896,1950-12-28,74,2,2,0,1
55953,55953,80521,2025-06-30,0,0,228,6,67065,51390531,220,0,40,2,rk,0,,1,1960-05-04,65,784,1960-05-04,65,2,1,0,1
99075,99075,75950,2025-06-30,0,0,505,15,67067,52161621,230,0,40,1,oa,0,,1,1972-06-20,53,638,1972-06-20,53,2,2,0,1
41576,41576,168974,2025-06-30,0,0,165,5,67063,15160511,620,0,40,2,oa,0,152.0,2,2022-09-22,2,35,2023-10-01,1,1,9,998,9
105924,105924,118652,2025-06-30,0,0,557,10,67071,31310361,420,0,40,1,rk,152,,3,1965-09-15,60,720,2018-08-01,7,1,9,998,9
58824,58824,26146,2025-06-30,0,0,24,23,67067,52140621,230,0,40,1,oa,0,,1,1991-03-10,34,414,1993-02-01,32,2,2,0,1
148802,148802,145376,2025-06-30,0,0,804,4,67059,11140642,110,0,40,1,rk,125,,3,2018-01-05,7,92,2022-01-01,3,1,9,998,9
86836,86836,55196,2025-06-30,0,0,429,15,67063,13140521,710,0,40,2,ev,0,,1,1958-11-04,66,802,1958-11-04,66,4,9,998,9
150069,150069,137395,2025-06-30,0,0,817,26,67071,31470731,430,0,40,2,oa,0,,1,2018-11-10,6,82,2018-11-10,6,1,9,998,9
78132,78132,144613,2025-06-30,0,0,365,93,67063,15220221,610,0,40,1,oa,423,,3,2006-01-06,19,236,2024-09-17,1,1,9,998,9
56463,56463,13545,2025-06-30,0,0,233,23,67059,11230511,110,0,40,1,rk,0,152.0,2,1952-07-20,73,877,2012-12-13,12,2,2,0,1
29926,29926,53328,2025-06-30,0,0,118,50,67059,11220121,110,0,40,1,oa,0,285.0,2,2009-04-26,16,196,2009-04-26,16,1,9,998,9
144317,144317,14186,2025-06-30,0,0,779,52,67063,15230241,610,0,40,1,ev,0,,1,1952-01-03,73,884,1952-01-03,73,2,2,0,1
34191,34191,101040,2025-06-30,0,0,132,5,67063,13260511,720,0,40,1,rk,155,,3,1972-08-08,53,637,2016-11-01,8,2,2,155,3
30943,30943,87736,2025-06-30,0,0,120,12,67063,15270132,610,0,40,1,oa,0,,1,1967-12-04,57,693,1993-05-17,32,2,2,0,1
65863,65863,80821,2025-06-30,0,0,288,74,67063,15260441,610,0,40,1,ev,0,,1,1959-01-16,66,800,2025-01-01,0,2,2,0,1
169921,169921,6906,2025-06-30,0,0,924,93,67061,12110312,210,0,40,1,rk,0,,1,1941-05-06,84,1012,1972-01-01,53,2,2,0,1
169636,169636,141123,2025-06-30,0,0,924,79,67061,12110412,210,0,40,1,rk,152,,3,1986-12-19,38,464,2020-02-17,5,5,9,998,9
81727,81727,133624,2025-06-30,0,0,393,26,67063,13250531,720,0,40,1,oa,0,163.0,2,2017-10-27,7,94,2017-10-27,7,1,9,998,9
72093,72093,158888,2025-06-30,0,0,338,5,67059,11230411,110,0,40,1,oa,0,,1,1993-07-18,32,385,2021-01-01,4,1,9,998,9
169739,169739,169387,2025-06-30,0,0,924,85E,67061,12110413,210,0,40,2,oa,0,,1,1964-09-22,60,731,2025-06-30,0,2,1,998,9
79009,79009,35100,2025-06-30,0,0,36,8,67065,51380111,220,0,40,2,oa,0,,1,1994-08-22,31,372,1994-08-22,31,1,9,998,9
176929,176929,108384,2025-06-30,0,0,967,19,67059,11140213,110,0,40,2,oa,0,,1,1989-07-18,36,433,2012-02-01,13,2,1,0,1
32226,32226,146238,2025-06-30,0,0,125,55,67059,11160121,110,0,40,1,oa,0,,1,1978-04-09,47,569,2023-07-13,2,1,9,998,9
3198,3198,121518,2025-06-30,0,0,1016,5,67065,41120521,310,0,40,2,ev,0,,1,1969-04-29,56,676,2017-08-01,8,4,9,998,9
165301,165301,178457,2025-06-30,0,0,89,84,67069,21240311,510,0,40,2,oa,166,,3,1996-05-27,29,351,2023-08-30,2,5,9,998,9
157194,157194,105164,2025-06-30,0,0,850,60,67063,13120241,720,0,40,1,oa,438,,3,1980-03-01,45,546,2010-06-01,15,2,2,998,9
133379,133379,181170,2025-06-30,0,0,722,12A,67065,51320821,220,0,40,2,oa,125,,3,1996-04-10,29,353,2022-08-23,3,2,1,125,3
172817,172817,120739,2025-06-30,0,0,947,17,67071,31330211,420,0,40,1,oa,161,,3,1984-07-20,41,493,2018-05-15,7,1,9,998,9
163659,163659,78636,2025-06-30,0,0,896,15,67063,13130111,720,0,40,1,rk,0,152.0,2,1956-02-05,69,835,2025-01-01,0,2,2,0,1
176710,176710,142044,2025-06-30,0,0,965,42,67061,12220242,120,0,40,1,ev,0,,1,1996-09-27,28,347,2020-02-05,5,1,9,998,9
100787,100787,175043,2025-06-30,0,0,530,16,67063,13130631,710,0,40,2,oa,475,,3,2007-01-01,18,224,2022-07-15,3,5,9,998,9
40299,40299,23037,2025-06-30,0,0,150,24,67067,42120511,320,0,40,1,rk,0,,1,1959-09-12,66,792,1990-04-14,35,2,2,0,1
81532,81532,64825,2025-06-30,0,0,391,33,67069,23440561,530,0,40,2,oa,0,,1,1972-05-29,53,639,1998-07-17,27,4,9,998,9
47855,47855,41416,2025-06-30,0,0,184,1A,67069,22110221,520,0,40,2,so,163,,3,1997-09-20,27,335,1997-09-20,27,2,1,0,2
143776,143776,55880,2025-06-30,0,0,777,20,67071,31320231,420,0,40,1,ev,0,,1,1960-02-14,65,787,1993-06-24,32,2,2,0,1
4780,4780,145363,2025-06-30,0,0,1019,57B,67063,15230111,610,0,40,2,oa,0,,1,2023-12-04,1,21,2023-12-04,1,1,9,998,9
155139,155139,22457,2025-06-30,0,0,847,9,67069,23440211,530,0,40,1,rk,137,,3,1998-03-22,27,329,1998-03-22,27,1,9,998,9
129809,129809,126547,2025-06-30,0,0,698,11,67059,11150331,110,0,40,1,oa,0,265.0,2,2018-11-16,6,82,2018-11-16,6,1,9,998,9
121655,121655,146462,2025-06-30,0,0,659,24,67063,13210521,720,0,40,2,ev,327,,3,1972-02-23,53,642,2022-01-10,3,2,1,0,2
58154,58154,118333,2025-06-30,0,0,247,11,67067,41221321,330,0,40,2,rk,0,,1,2016-09-19,8,107,2016-09-19,8,1,9,998,9
164528,164528,87257,2025-06-30,0,0,896,95,67063,13170113,720,0,40,2,so,163,,3,1965-01-13,60,728,1988-11-05,36,2,1,163,3
18409,18409,118483,2025-06-30,0,0,1106,16,67067,41221041,330,0,40,1,oa,0,,1,1960-02-24,65,786,2023-10-01,1,4,9,998,9
32481,32481,122938,2025-06-30,0,0,1266,26,67065,51221222,240,0,40,1,oa,0,,1,1986-09-18,38,467,2018-11-26,6,2,2,0,1
154882,154882,147808,2025-06-30,0,0,847,31,67069,23440114,530,0,40,2,oa,163,,3,1995-05-19,30,363,2023-10-01,1,2,1,0,2
126886,126886,65206,2025-06-30,0,0,685,6,67061,12120241,210,0,40,1,ev,0,,1,1962-10-10,62,755,2009-08-29,16,2,2,0,1
126389,126389,94707,2025-06-30,0,0,67,7,67063,15810112,630,0,40,1,rk,0,,1,1980-01-21,45,547,1980-01-21,45,1,9,998,9
124135,124135,132769,2025-06-30,0,0,675,2,67063,15130131,620,0,40,2,oa,0,438.0,2,2017-07-31,8,97,2017-07-31,8,1,9,998,9
37889,37889,181011,2025-06-30,0,0,145,66,67059,11130241,110,0,40,1,oa,0,163.0,2,2023-03-17,2,30,2023-03-17,2,1,9,998,9
42125,42125,116917,2025-06-30,0,0,167,45,67069,21240721,510,0,40,2,ev,0,,1,2015-09-15,10,120,2015-09-15,10,1,9,998,9
12831,12831,83240,2025-06-30,0,0,1077,15,67065,52170511,230,0,40,1,so,0,154.0,2,2000-11-25,24,297,2007-04-15,18,2,2,0,1
99552,99552,33838,2025-06-30,0,0,509,15,67063,13270221,720,0,40,2,ev,0,,1,2001-10-08,23,287,2001-10-08,23,1,9,998,9
140759,140759,150378,2025-06-30,0,0,758,28,67061,51370311,220,0,40,1,oa,0,,1,2020-12-23,4,56,2020-12-23,4,1,9,998,9
97809,97809,157343,2025-06-30,0,0,486,22,67069,21140911,510,0,40,2,oa,0,,1,2020-09-17,5,60,2020-09-17,5,1,9,998,9
65949,65949,122038,2025-06-30,0,0,289,14,67063,15210141,610,0,40,1,oa,170,,3,1978-03-13,47,570,2018-12-01,6,5,9,998,9
12385,12385,168680,2025-06-30,0,0,1075,17,67063,13130611,710,0,40,1,oa,163,,3,2008-06-17,17,207,2024-06-05,1,5,9,998,9
145594,145594,166274,2025-06-30,0,0,788,37,67065,51320811,220,0,40,1,rk,0,,1,1997-04-10,28,341,2024-03-01,1,1,9,998,9
67183,67183,146815,2025-06-30,0,0,295,9,67063,13250411,720,0,40,2,oa,475,,3,1997-04-11,28,341,2023-02-02,2,2,1,475,3
91919,91919,100241,2025-06-30,0,0,455,37,67063,15120821,620,0,40,1,rk,137,,3,1972-04-14,53,641,2009-02-01,16,2,2,137,3
77353,77353,147538,2025-06-30,0,0,363,14,67063,13120431,710,0,40,2,oa,125,,3,2007-04-04,18,221,2023-11-18,1,1,9,998,9
149015,149015,16779,2025-06-30,0,0,806,18,67065,51211341,220,0,40,1,so,0,,1,1981-08-05,44,529,1995-12-17,29,2,2,163,2
150198,150198,75756,2025-06-30,0,0,818,20,67071,35141041,440,0,40,2,oa,0,,1,2011-11-03,13,166,2013-12-31,11,1,9,998,9
13121,13121,147926,2025-06-30,0,0,1080,17,67067,42130311,320,0,40,1,oa,475,,3,2005-01-30,20,247,2022-11-01,2,1,9,998,9
64383,64383,145605,2025-06-30,0,0,276,25,67071,31340511,430,0,40,2,oa,148,,3,1970-10-13,54,659,2024-07-31,1,5,9,998,9
164735,164735,114916,2025-06-30,0,0,897,2,67063,13230341,720,0,40,1,rk,130,,3,1991-07-02,34,410,2016-02-01,9,1,9,998,9
128173,128173,131764,2025-06-30,0,0,690,65,67059,11130221,110,0,40,2,oa,0,,1,1986-10-05,38,467,2015-12-01,9,1,9,998,9
102913,102913,182407,2025-06-30,0,0,546,33,67059,11140511,110,0,40,2,oa,125,144.0,3,2001-02-02,24,295,2023-10-23,1,1,9,998,9
30937,30937,36522,2025-06-30,0,0,120,12,67063,15270132,610,0,40,2,ev,0,,1,1968-01-15,57,692,1990-04-19,35,2,1,0,1
24595,24595,128073,2025-06-30,0,0,1145,21,67071,31420411,420,0,40,1,oa,0,,1,1990-10-08,34,419,2018-07-30,7,1,9,998,9
132157,132157,72869,2025-06-30,0,0,712,5,67067,52161211,230,0,40,2,rk,0,,1,2007-07-02,18,218,2007-07-02,18,1,9,998,9
116064,116064,161499,2025-06-30,0,0,612,7,67069,22140111,520,0,40,1,oa,0,444.0,2,1994-10-12,30,371,2021-09-01,4,4,2,998,9
72384,72384,72028,2025-06-30,0,0,339,21B,67071,31470232,430,0,40,2,ev,0,,1,1941-09-13,84,1008,1955-06-10,70,3,9,998,9
74167,74167,46576,2025-06-30,0,0,347,9,67067,41310411,240,0,40,2,oa,0,153.0,2,1977-01-28,48,583,2010-08-03,15,2,9,998,9
147979,147979,121134,2025-06-30,0,0,799,74,67069,21210521,510,0,40,2,ev,0,,1,1968-04-06,57,689,2017-06-28,8,1,9,998,9
75656,75656,45764,2025-06-30,0,0,355,36,67065,51320431,220,0,40,1,ev,0,,1,1937-05-12,88,1060,1946-08-06,79,2,2,0,1
38876,38876,20698,2025-06-30,0,0,147,3,67063,15280231,630,0,40,1,oa,0,,1,1958-11-09,66,802,2002-09-01,23,1,9,998,9
175752,175752,32978,2025-06-30,0,0,960,87,67065,41430711,240,0,40,1,rk,137,,3,1967-08-14,58,697,2025-01-01,0,2,2,137,3
112134,112134,168889,2025-06-30,0,0,593,5,67069,21120241,510,0,40,1,oa,150,,3,2010-01-05,15,188,2025-03-27,0,1,9,998,9
28194,28194,131616,2025-06-30,0,0,1173,22,67061,12320911,130,0,40,1,oa,0,,1,1949-06-11,76,915,2015-10-01,9,1,9,998,9
52282,52282,86359,2025-06-30,0,0,209,3,67067,41211411,330,0,40,1,rk,0,,1,1964-09-21,60,731,1964-09-21,60,4,9,998,9
132297,132297,88652,2025-06-30,0,0,714,12A,67063,13120331,710,0,40,1,oa,0,154.0,2,2004-06-06,21,255,2010-08-01,15,1,9,998,9
178424,178424,143704,2025-06-30,0,0,978,4,67061,12250631,120,0,40,2,oa,0,,1,2023-05-22,2,27,2023-05-22,2,1,9,998,9
77121,77121,58623,2025-06-30,0,0,362,13,67065,51110711,210,0,40,1,rk,0,,1,1960-12-29,64,776,1960-12-29,64,3,9,998,9
42274,42274,106143,2025-06-30,0,0,167,51,67069,21240731,510,0,40,1,oa,0,,1,2011-01-15,14,176,2011-01-15,14,1,9,998,9
12140,12140,150448,2025-06-30,0,0,1073,8,67059,14160531,730,0,40,2,oa,0,,1,1991-09-06,34,408,2024-06-05,1,2,1,0,1
129281,129281,53207,2025-06-30,0,0,696,32A,67063,15160722,620,0,40,2,so,134,,3,1974-07-30,51,613,2025-01-01,0,1,9,998,9
9630,9630,100069,2025-06-30,0,0,105,33,67063,15161311,620,0,40,1,oa,0,,1,1955-03-23,70,845,2021-10-14,3,4,9,998,9
119067,119067,178211,2025-06-30,0,0,636,113,67061,12340121,130,0,40,1,oa,0,273.0,2,2023-11-01,1,22,2024-03-02,1,1,9,998,9
39116,39116,72737,2025-06-30,0,0,148,38,67059,14140113,730,0,40,1,rk,0,,1,1965-02-09,60,727,2025-01-01,0,2,2,155,2
159795,159795,115606,2025-06-30,0,0,870,59,67063,15210641,610,0,40,1,so,134,,3,1943-08-20,82,984,2015-02-17,10,2,2,134,3
82738,82738,168077,2025-06-30,0,0,396,75,67063,13150121,720,0,40,1,oa,998,,3,1985-11-13,39,478,2024-05-08,1,5,9,998,9
57804,57804,116618,2025-06-30,0,0,246,28,67071,31420531,420,0,40,2,oa,0,475.0,2,2013-08-01,12,145,2016-04-28,9,1,9,998,9
51801,51801,155072,2025-06-30,0,0,206,11,67071,31450422,430,0,40,2,oa,0,998.0,2,2020-07-30,5,61,2020-07-30,5,1,9,998,9
95423,95423,120273,2025-06-30,0,0,475,37,67063,13270821,720,0,40,1,so,134,,3,1964-03-15,61,738,2017-02-05,8,5,9,998,9
152411,152411,81186,2025-06-30,0,0,834,137,67071,31440441,430,0,40,2,ev,0,,1,1960-03-03,65,786,1985-07-31,40,2,1,0,1
26794,26794,50063,2025-06-30,0,0,1157,52,67065,41410321,240,0,40,2,oa,0,,1,1952-03-25,73,881,1998-07-31,27,2,1,0,1
50116,50116,82445,2025-06-30,0,0,197,37C,67063,15141111,620,0,40,2,rk,0,137.0,2,2007-03-03,18,222,2007-03-03,18,1,9,998,9
143955,143955,44890,2025-06-30,0,0,777,65A,67071,31320312,420,0,40,2,oa,0,,1,2008-02-22,17,210,2013-08-01,12,1,9,998,9
102845,102845,126276,2025-06-30,0,0,546,30,67059,11140431,110,0,40,2,oa,451,,3,1983-12-21,41,500,2018-11-16,6,2,1,0,2
147248,147248,46482,2025-06-30,0,0,796,44,67069,23430931,530,0,40,1,oa,0,,1,1965-08-25,60,720,1965-08-25,60,2,2,0,1
147335,147335,13419,2025-06-30,0,0,797,42,67065,51371321,220,0,40,2,oa,137,,3,1951-12-17,73,885,1973-01-23,52,3,9,998,9
104482,104482,73217,2025-06-30,0,0,550,15,67067,41460111,240,0,40,2,ev,0,,1,1945-02-08,80,967,2025-01-01,0,3,9,998,9
123812,123812,119231,2025-06-30,0,0,674,126,67061,12260741,120,0,40,1,ev,0,,1,1966-09-13,59,708,2022-09-01,3,3,9,998,9
135490,135490,128162,2025-06-30,0,0,728,53,67059,11150221,110,0,40,1,so,121,,3,1984-07-25,41,493,2016-09-15,9,2,2,121,3
166016,166016,141697,2025-06-30,0,0,907,15,67061,12330212,130,0,40,2,oa,122,,3,2019-09-16,6,72,2019-09-16,6,1,9,998,9
115468,115468,18701,2025-06-30,0,0,609,9,67067,52141131,230,0,40,1,ev,0,,1,1970-04-10,55,665,1970-11-06,54,1,9,998,9
157271,157271,22906,2025-06-30,0,0,850,65A,67063,13130121,720,0,40,1,rk,0,,1,1997-09-18,27,335,1997-09-18,27,1,9,998,9
133109,133109,105907,2025-06-30,0,0,71,61A,67065,42101913,320,0,40,1,ev,0,,1,1972-07-19,53,637,2010-12-22,14,4,9,998,9
67084,67084,162205,2025-06-30,0,0,294,7,67063,13230511,720,0,40,1,oa,125,,3,1984-08-08,41,493,2025-04-01,0,2,2,125,3
131644,131644,148558,2025-06-30,0,0,709,6,67059,14130241,730,0,40,1,oa,144,,3,2001-11-05,23,286,2022-07-05,3,2,2,170,3
26657,26657,130863,2025-06-30,0,0,1152,22,67065,51310631,220,0,40,2,oa,0,,1,2018-10-16,6,83,2018-10-16,6,1,9,998,9
46943,46943,84522,2025-06-30,0,0,181,13,67069,21211011,510,0,40,1,oa,0,,1,1962-03-19,63,761,1962-03-19,63,2,2,0,1
152195,152195,44563,2025-06-30,0,0,831,6,67067,42130821,320,0,40,2,ev,0,,1,1942-06-02,83,999,1994-11-01,30,3,9,998,9
140921,140921,37663,2025-06-30,0,0,758,50,67061,51371311,220,0,40,2,oa,476,,3,1973-12-27,51,620,1996-01-31,29,4,9,998,9
57199,57199,157200,2025-06-30,0,0,240,6,67065,51380241,220,0,40,2,oa,125,,3,2018-02-09,7,91,2022-08-01,3,1,9,998,9
113409,113409,44294,2025-06-30,0,0,59,9,67071,31130812,410,0,40,1,ev,0,,1,1938-09-18,86,1043,1972-01-01,53,2,2,0,1
167364,167364,79971,2025-06-30,0,0,914,30,67069,22160211,520,0,40,1,oa,0,,1,1981-02-13,44,535,2006-02-01,19,1,9,998,9
80680,80680,12968,2025-06-30,0,0,385,3,67069,22121331,520,0,40,2,ev,0,,1,1952-11-11,72,874,1952-11-11,72,2,1,0,1
73749,73749,171048,2025-06-30,0,0,342,31,67069,21130621,510,0,40,1,oa,154,,3,1978-07-11,47,566,2023-09-10,2,2,2,154,3
133699,133699,61006,2025-06-30,0,0,722,212,67065,41230332,330,0,40,1,rk,0,,1,1965-10-21,59,718,2000-01-01,25,2,2,0,1
8951,8951,71466,2025-06-30,0,0,1053,8,67069,21210621,510,0,40,1,oa,0,,1,1935-06-28,90,1082,2025-01-01,0,2,2,0,1
125777,125777,56210,2025-06-30,0,0,67,19,67063,15810413,630,0,40,1,so,0,,1,1986-01-25,39,475,1993-08-01,32,2,2,0,1
6897,6897,181580,2025-06-30,0,0,1035,64,67063,15230431,610,0,40,1,oa,475,,3,1985-11-09,39,478,2024-11-28,0,5,9,998,9
164971,164971,175757,2025-06-30,0,0,898,31,67061,12310221,130,0,40,2,so,144,,3,1984-04-15,41,497,2023-08-19,2,2,1,144,3
158669,158669,135585,2025-06-30,0,0,863,45,67067,52130211,230,0,40,2,oa,0,998.0,2,2009-10-08,15,191,2017-08-01,8,1,9,998,9
62434,62434,85553,2025-06-30,0,0,266,8,67071,35121041,440,0,40,1,oa,0,,1,1966-10-24,58,706,1991-11-30,33,2,2,0,1
77764,77764,117918,2025-06-30,0,0,364,7,67071,31410511,420,0,40,1,oa,0,163.0,2,2012-02-21,13,162,2016-04-25,9,1,9,998,9
34389,34389,8411,2025-06-30,0,0,135,17,67063,15831311,630,0,40,2,rk,0,,1,1945-08-06,80,961,2025-01-01,0,4,9,998,9
149707,149707,75351,2025-06-30,0,0,810,58,67061,12430111,130,0,40,1,ev,0,,1,1944-09-13,81,972,1978-08-18,47,2,2,0,1
102036,102036,165574,2025-06-30,0,0,543,3,67065,41140321,310,0,40,2,oa,125,,3,1998-11-28,26,321,2023-04-17,2,2,1,125,3
85771,85771,115584,2025-06-30,0,0,420,31,67061,12310312,130,0,40,1,oa,125,,3,2016-11-09,8,106,2016-11-09,8,1,9,998,9
178486,178486,149513,2025-06-30,0,0,978,7,67061,12250721,120,0,40,2,oa,0,,1,2020-12-01,4,57,2020-12-01,4,1,9,998,9
